10955	total_weight	coFloat
10959	total_wipe_tower_cost	coFloat
10963	total_wipe_tower_filament	coFloat
10967	used_filament	coFloat
10971	print_time_sec	coString
10975	used_filament_length	coString
10984	num_objects	coInt
10988	num_instances	coInt
10992	scale	coStrings
10998	input_filename_base	coString
11013	first_layer_print_convex_hull	coPoints
11018	first_layer_print_min	coFloats
11022	first_layer_print_max	coFloats
11026	first_layer_print_size	coFloats
11030	print_bed_min	coFloats
11034	print_bed_max	coFloats
11038	print_bed_size	coFloats
11064	timestamp	coString
11068	year	coInt
11071	month	coInt
11074	day	coInt
11077	hour	coInt
11080	minute	coInt
11083	second	coInt
11091	print_preset	coString
11095	filament_preset	coString
11100	printer_preset	coString
11104	physical_printer_preset	coString
11146	layer_num	coInt
11150	layer_z	coFloat
11154	max_layer_z	coFloat
11158	filament_extruder_id	coInt
